Intuit.Spc.Map.EntitlementClient.Server.Service.exe	PID(9168)	TID(3)	01/01/2023 10:59:57:036 PM	INFO	LogManager	Intuit.Spc.Map.EntitlementClient.Common file version: 8.0.7.0, assembly version: 8.0.0.0
Intuit.Spc.Map.EntitlementClient.Server.Service.exe	PID(9168)	TID(7)	01/01/2023 10:59:57:082 PM	INFO	Intuit.Spc.Map.Features.EntitlementClient.Server.Core.PseudoService	Initializing mutexes
Intuit.Spc.Map.EntitlementClient.Server.Service.exe	PID(9168)	TID(7)	01/01/2023 10:59:57:082 PM	INFO	Intuit.Spc.Map.Features.EntitlementClient.Server.Core.PseudoService	Starting remote server object using C:\ProgramData\Intuit\Entitlement Client\v8\RemotingServer.config
Intuit.Spc.Map.EntitlementClient.Server.Service.exe	PID(9168)	TID(7)	01/01/2023 10:59:57:098 PM	INFO	Intuit.Spc.Map.Features.EntitlementClient.Server.Core.PseudoService	Remoting Channels registered.
Intuit.Spc.Map.EntitlementClient.Server.Service.exe	PID(9168)	TID(7)	01/01/2023 10:59:57:098 PM	INFO	Intuit.Spc.Map.Features.EntitlementClient.Server.Core.PseudoService	Starting Server Discovery.
Intuit.Spc.Map.EntitlementClient.Server.Service.exe	PID(9168)	TID(7)	01/01/2023 10:59:57:098 PM	INFO	Intuit.Spc.Map.Features.EntitlementClient.Server.Core.PseudoService	Starting Orphan Manager.
Intuit.Spc.Map.EntitlementClient.Server.Service.exe	PID(9168)	TID(9)	01/01/2023 10:59:57:098 PM	INFO	aa	Starting server discovery listener: 0
Intuit.Spc.Map.EntitlementClient.Server.Service.exe	PID(9168)	TID(7)	01/01/2023 10:59:57:098 PM	INFO	Intuit.Spc.Map.Features.EntitlementClient.Server.Core.PseudoService	Successfully started pseudo service.
Intuit.Spc.Map.EntitlementClient.Server.Service.exe	PID(9168)	TID(10)	01/01/2023 11:04:57:356 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_SessionData.xml'
qbpos.exe	PID(2824)	TID(3)	01/01/2023 11:06:27:218 PM	INFO	LogManager	Intuit.Spc.Map.EntitlementClient.Common file version: 8.0.21.0, assembly version: 8.0.0.0
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:06:27:218 PM	INFO	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.EntitlementManager	Executing Intuit.Spc.Map.EntitlementClient.Api.dll file version: 8.0.7.0 assembly version: 8.0.0.0 from GAC using .NET version 4.0.30319.42000
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:06:27:218 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.EntitlementManager	ECAPI .ctor
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:06:27:234 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.EntitlementManager	ECAPI set_EntitlementManifestFileName value: 'C:\Program Files (x86)\Intuit\QuickBooks Desktop Point of Sale 19.0\manifest.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:231 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.EntitlementManager	ECAPI GetOfferingProperties licenseNumber: '<null>' offeringCode: '595828'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:237 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:367 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:380 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:381 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:383 PM	INFO	Intuit.Spc.Map.Features.EntitlementClient.Common.Data.EntitlementDataStore	Installing license number 000000000000000, offering code 595828
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:433 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.OfferingProperties	ECAPI PropertyExists propertyType: 'POS_PRODUCT_ATTRIBUTE'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:434 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.OfferingProperties	ECAPI GetPropertyValue propertyType: 'POS_PRODUCT_ATTRIBUTE'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:435 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.Property	ECAPI get_Value
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:442 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.EntitlementManager	ECAPI GetOfferingProperties licenseNumber: '<null>' offeringCode: '595828'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:442 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:442 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:443 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.OfferingProperties	ECAPI PropertyExists propertyType: 'PRODUCT'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:443 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.OfferingProperties	ECAPI GetPropertyValue propertyType: 'PRODUCT'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:443 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.Property	ECAPI get_Value
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:443 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.EntitlementManager	ECAPI GetOfferingProperties licenseNumber: '<null>' offeringCode: '595828'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:443 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:443 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:444 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.OfferingProperties	ECAPI PropertyExists propertyType: 'PRODUCT'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:444 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.OfferingProperties	ECAPI GetPropertyValue propertyType: 'PRODUCT'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:444 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.Property	ECAPI get_Value
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:444 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.EntitlementManager	ECAPI GetOfferingProperties licenseNumber: '<null>' offeringCode: '595828'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:444 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:444 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:444 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.OfferingProperties	ECAPI PropertyExists propertyType: 'PRODUCT'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:444 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.OfferingProperties	ECAPI GetPropertyValue propertyType: 'PRODUCT'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:444 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Properties.Property	ECAPI get_Value
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:445 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.EntitlementManager	ECAPI CheckOfferingCode offeringCode: '595828'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:445 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.EntitlementManager	Result = True
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:445 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.EntitlementManager	ECAPI CheckLicenseNumber licenseNumber: '010639034389908'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:447 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.EntitlementManager	ECAPI GetOfferingEntitlement licenseNumber: '010639034389908' offeringCode: '595828'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:449 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.Custom.OfferingEntitlement	ECAPI get_State
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:449 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:449 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:450 PM	INFO	Intuit.Spc.Map.Features.EntitlementClient.Common.Data.EntitlementDataStore	Installing license number 010639034389908, offering code 595828
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:487 PM	INFO	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.Custom.OfferingEntitlement	get_State, Return Status=Inactive, Return Reason=NoUsage
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:488 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Api.Entitlements.Custom.OfferingEntitlement	ECAPI RegisterOfferingStart
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:488 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
qbpos.exe	PID(2824)	TID(1)	01/01/2023 11:08:02:495 PM	DEBUG	Intuit.Spc.Map.Features.EntitlementClient.Common.Utilities.MutexWrapper	MUTEX .ctor initiallyOwned: 'False' name: 'Global\C:_ProgramData_Intuit_Entitlement Client_v8_EntitlementDataStore.ecml'
